#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B0E67A
#Date Time: 2024-11-17 02:57:01.982
#Start: 0.1 Hz
#Stop: 10 Hz
#Steps: 101
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.44249 V
#Offset: -0.000290679 V
#Relative: no
#Channel: Channel 2
#Range: 5.48901 V
#Offset: 0.00015677 V
#Relative: no
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 5 Hz
#Period: 200 ms
#Amplitude: 50 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
0.1,20.95162701072633,0.01504052004201033,-177.3948378592182
0.10471285480509,20.95227930311834,0.01529251234849547,-177.2762647613408
0.1096478196143185,20.94508505028951,0.01604731086210476,-177.2444360438512
0.1148153621496883,20.95005615317927,0.03059604425993184,-177.1203834878512
0.1202264434617413,20.95561366184579,0.0005897736739673481,-176.9523895358451
0.1258925411794168,20.94559031683426,0.02364876774507467,-176.8210139483352
0.1318256738556408,20.94484130579486,0.001320935147640505,-176.6952622841897
0.1380384264602885,20.94777224668855,0.003907864477097209,-176.5369402286201
0.1445439770745927,20.94397329170551,0.01142845680349473,-176.3630888989617
0.1513561248436208,20.94504957660576,0.02324308170380089,-176.1656600264642
0.1584893192461113,20.94173854101631,0.02843097948506783,-176.1115041799857
0.165958690743756,20.93758008645685,0.02022787438897552,-175.7733545551693
0.1737800828749375,20.93281146746632,0.003525624556768338,-175.593402926165
0.1819700858609984,20.93297561725143,0.01494318471163817,-175.4001847269234
0.1905460717963247,20.930042670708,-0.001874608437672455,-175.2258971162556
0.199526231496888,20.9258962464412,0.03512846905161733,-175.0111486051096
0.208929613085404,20.91943895581231,0.02542488701157059,-174.7076973769341
0.2187761623949553,20.91821983465211,0.02096357202897631,-174.4899284995645
0.2290867652767772,20.91692290969695,0.02897953223888115,-174.306813608793
0.239883291901949,20.91036817384705,0.01535804098812829,-173.9405932528133
0.251188643150958,20.90046287181285,0.01189671680065022,-173.6499002368584
0.2630267991895381,20.89841521059832,0.01022966366148785,-173.3175852971497
0.2754228703338166,20.8893878066492,0.00645069935566665,-173.1235397347747
0.2884031503126606,20.89450421549003,0.03064235195010106,-172.8375174747572
0.3019951720402016,20.86789308105801,0.01260993006015348,-172.3772970432113
0.3162277660168379,20.8727480939239,0.02384193109083451,-172.121194490209
0.3311311214825912,20.85205492431335,0.01674830172939934,-171.7737062207685
0.3467368504525317,20.85434994115204,0.03984630370019135,-171.3776493919059
0.3630780547701014,20.85027548056082,0.02409707117530184,-171.067485555538
0.3801893963205613,20.83299696891859,0.02357694350639566,-170.5490624815936
0.3981071705534973,20.82176924935529,0.04548352172439896,-170.2944527291644
0.4168693834703355,20.8017029730642,0.02155433055580705,-169.5846703008639
0.4365158322401661,20.78766217307324,0.03004503474611512,-169.2184402849415
0.4570881896148752,20.774733021328,0.02330895482685668,-168.7157840986086
0.4786300923226385,20.76054540839919,0.02593126346690528,-168.2007234275804
0.5011872336272722,20.7408785298191,0.01317258267770391,-167.6879644122445
0.5248074602497725,20.72364297102922,0.04185689144015943,-167.0714065552022
0.5495408738576245,20.69911191646689,0.01408265670212127,-166.426939955741
0.5754399373371569,20.67559328166679,0.01165382246710604,-165.9380193739801
0.6025595860743578,20.65367316183787,0.03108795883938436,-165.3956100646147
0.6309573444801932,20.62163449400675,0.03764856275780202,-164.6036640760611
0.6606934480075957,20.5972965719195,0.03559002623426628,-163.9924984029814
0.6918309709189363,20.56115447660787,0.02329763383897322,-163.2376236127272
0.7244359600749899,20.52697102752127,0.02383870655578127,-162.5095598030737
0.7585775750291835,20.48739352747848,0.02316094802724931,-161.7637327943641
0.7943282347242814,20.44868149934539,0.0244800377134242,-160.9389618751439
0.8317637711026709,20.40219202293382,0.03494901713397576,-160.1498783013471
0.8709635899560806,20.3529464158609,0.02961475037368414,-159.2816143088042
0.9120108393559097,20.30333986766887,0.01253409847888249,-158.4188146592364
0.9549925860214359,20.24655159250857,0.0223676494868568,-157.4824133565991
1,20.1758702532382,0.01066908788325997,-156.5724560997635
1.0471285480509,20.11422603654007,-0.01361948948067749,-155.518250889566
1.096478196143185,20.05317845338194,0.02143238317480877,-154.5542674893922
1.148153621496883,19.9673882281359,0.008567218856398877,-153.521856767362
1.202264434617413,19.88555303766655,0.001752166825952644,-152.5459326680427
1.258925411794168,19.79116658257399,0.007093775630950032,-151.4959950805858
1.318256738556407,19.70499394755701,0.001777642668147631,-150.295703686213
1.380384264602885,19.59642527265973,0.01376281200064595,-149.2241584759718
1.445439770745927,19.49293706985676,-0.00106388267492687,-148.0710200994156
1.513561248436208,19.37515715341941,0.01179598722274813,-146.9253592585576
1.584893192461113,19.24984727718523,0.01395856455826594,-145.5844204789011
1.65958690743756,19.1202258087197,-0.008429698717330255,-144.3845080199576
1.737800828749375,18.98149192529299,-0.01264547579718043,-143.1978371360589
1.819700858609984,18.83424124463443,0.007696375592030493,-141.9739230712514
1.905460717963247,18.68492596842984,0.0001784814529371176,-140.7544542928359
1.99526231496888,18.51722518863237,-0.002536237941535293,-139.4550576761986
2.08929613085404,18.34166106773841,0.004897451912089173,-138.226732140219
2.187761623949553,18.16624989029013,0.007829164578511174,-136.8638712201702
2.290867652767774,17.97227382050672,0.009277279586644085,-135.5601556057512
2.39883291901949,17.76926328579356,0.00476048690368471,-134.1787452356745
2.51188643150958,17.55978222292431,-0.003333893888961671,-132.9956299643904
2.630267991895381,17.34251114678963,0.0009747985754793703,-131.6272384286533
2.754228703338166,17.12474719156715,-0.006048700253130208,-130.4573283097165
2.884031503126606,16.88769134720134,0.01301226140664013,-129.1001153719093
3.019951720402016,16.64431693826561,0.01194246418595081,-127.8902726283775
3.16227766016838,16.39935100261776,0.02628058129142165,-126.6127594725897
3.311311214825911,16.12220794026709,-0.008467418603851563,-125.4756341985564
3.467368504525317,15.86617735877644,0.01170322746553513,-124.2264981057613
3.630780547701014,15.58322056596825,0.01364956582712608,-122.9853361828562
3.801893963205613,15.31202212381661,0.02721147909033162,-121.920026153574
3.981071705534973,15.01524310031185,0.01677886011208285,-120.6444340434734
4.168693834703356,14.7269824492105,0.02394921984070143,-119.8219013596523
4.365158322401658,14.41621219161738,0.03102526417174897,-118.6433300353559
4.57088189614875,14.10230029505773,0.01366017569035057,-117.6090325161672
4.786300923226382,13.79020601088608,0.024054970846287,-116.5324843055875
5.011872336272722,13.46977895581569,0.02384846786573894,-115.5063315799511
5.248074602497725,13.14336622741264,0.01745248607949013,-114.5600060174654
5.495408738576245,12.81547787655732,0.02182213818385912,-113.4558213015974
5.754399373371569,12.48546503194327,0.03539439347102086,-112.5536094299925
6.025595860743578,12.1481585493884,0.0206081444774229,-111.6651793488946
6.309573444801933,11.80004007153068,0.02671057631265478,-110.8679811009168
6.606934480075961,11.45581926235272,0.01750202773590342,-109.9671344415946
6.918309709189367,11.10570081454527,0.02193514065156534,-109.0299207
7.244359600749902,10.74422816709064,0.01967767559807806,-108.3685900356782
7.585775750291836,10.39546720323992,0.02487865995375366,-107.6190577197225
7.943282347242814,10.03208358180358,0.01431524918668698,-106.7765274556114
8.317637711026709,9.666050311153326,0.0258985518745445,-106.1600222830702
8.709635899560805,9.295384693419258,0.02404253209631646,-105.7332726854577
9.120108393559097,8.92360135455861,0.02442186037591174,-104.9186211168878
9.549925860214358,8.557350916772359,0.03169079141533834,-104.3886666443403
10,8.184301844227649,0.05042325442906216,-103.8272840440984
