#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B0E67A
#Date Time: 2024-11-14 21:13:41.581
#Start: 0.15 Hz
#Stop: 25 Hz
#Steps: 151
#Wavegen: Wavegen C2
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.44249 V
#Offset: -0.000290679 V
#Relative: no
#Channel: Channel 2
#Range: 5.48901 V
#Offset: 0.00015677 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
0.1500000000000001,19.6828444541429,0.01962525576361408,-72.79418985612442
0.155204240910176,19.94328453104287,0.0201068882665174,-72.33153709511231
0.1605890426433596,20.21325102530302,0.01805398303528341,-71.80025925798468
0.1661606697463633,20.4747391500624,0.01891295010776124,-71.23175269299674
0.1719256041140717,20.73683523067293,0.01531092216065761,-70.70506044092089
0.1778905525303195,20.99840614439973,0.01680878539199987,-70.09648550315919
0.1840624544704003,21.25398160217717,0.01834695166604688,-69.50417643042096
0.1904484901742818,21.5046996504915,0.0133900414109029,-68.90402805233231
0.1970560889999236,21.76252389558581,0.01684044985604464,-68.25178256446149
0.203892938066408,22.01461956202255,0.01419830086755557,-67.58775559064458
0.2109669911969491,22.26391521327433,0.01647677335338611,-66.92113627625173
0.2182864781721751,22.50971391158206,0.01608156774761234,-66.23696148860891
0.2258599143044542,22.75415629905005,0.0159529820116934,-65.54202521982261
0.2336961103444013,22.99703574231549,0.01775287177283913,-64.82373628635033
0.2418041827310901,23.23858501367309,0.01882720092517495,-64.08341631629159
0.2501935641978954,23.47410059066991,0.01613866760986578,-63.31739543808906
0.258874014746305,23.70923681741593,0.01803830177251971,-62.55222721198774
0.2678556330004663,23.93806047100176,0.01661363797535799,-61.76089531765815
0.2771488679556804,24.16288971176849,0.01871905792273524,-60.97334586314152
0.2867645311345064,24.38766672721145,0.0177465847555882,-60.16546379480778
0.2967138091646239,24.60569681936535,0.01736331441510873,-59.34142872624788
0.3070082767930817,24.82222384408109,0.01502502453481503,-58.51598783416399
0.3176599103520763,25.03406896835957,0.01616427302659166,-57.68425383799288
0.3286811016919236,25.24307445267462,0.01410643048618158,-56.80020740087242
0.3400846725974356,25.4463573600832,0.01666543987009303,-55.92999286618819
0.3518838897044714,25.64727333021562,0.01412777938629448,-55.06169807599704
0.3640924799340171,25.84213167100799,0.0150971009948828,-54.15672419411885
0.3767246464617506,26.03288502573852,0.01753168764277357,-53.24359385530707
0.3897950852416693,26.22027669765679,0.01390052589827906,-52.34027490386828
0.4033190021030042,26.4039902567296,0.01325055201688536,-51.41525212937785
0.4173121304403092,26.58093688994081,0.01390055504374851,-50.46203568103276
0.4317907495173104,26.75373756380886,0.01168090349590967,-49.54124022687279
0.4467717034058007,26.92290801726692,0.01247737199540548,-48.60292602552456
0.4622724205816235,27.08656665778924,0.0119376287011386,-47.65814712810737
0.4783109342005367,27.24706940154306,0.01312734972151315,-46.70609053811506
0.4949059030775428,27.39801843494052,0.0131364462868898,-45.7394857140572
0.5120766333941008,27.54687673066853,0.01093626567668126,-44.77373856465722
0.5298431011584658,27.69300181380916,0.01508640432870141,-43.82941315912134
0.5482259754452886,27.83124113439139,0.0106452429994693,-42.85867069785141
0.5672466424415115,27.96544532224859,0.01529211513841068,-41.91111687688277
0.5869272303265385,28.09462709906548,0.009741049825219492,-40.97058365273091
0.6072906350156161,28.21926814750725,0.01299439693578734,-40.03072668333589
0.628360546796383,28.33966305684244,0.01077944128201272,-39.09771602733949
0.650161477889571,28.4543827499839,0.01236321828062806,-38.15584218075526
0.672718790965927,28.5663031695747,0.01598851066889926,-37.22104590898954
0.6960587286525205,28.67143304538578,0.01293849844710275,-36.3007572800756
0.7202084440627768,28.77393223021712,0.01568927679006618,-35.40438819984411
0.7451960323857483,28.8710790367129,0.01576721730281841,-34.48485044906374
0.7710505635713664,28.96384149685108,0.01550414923291249,-33.60300489295855
0.7978021161497151,29.05287701348508,0.01475046638523417,-32.71927753528644
0.8254818122236565,29.13643232207833,0.01264179531604211,-31.8566451412139
0.8541218536755275,29.21918644085418,0.01567388490197321,-30.98456920576348
0.883755559630017,29.29519141739108,0.01527038607546119,-30.14870054438705
0.91441740521683,29.36795038528443,0.0166694776774246,-29.3314253933399
0.9461430616782063,29.43805075907555,0.01495817477812806,-28.53026792864844
0.9789694378679717,29.50386174074062,0.01716074848446314,-27.69410528141304
1.012934723190401,29.56651087142784,0.01734884208405274,-26.93745371311948
1.048078432028836,29.62701235554892,0.01684468657330877,-26.16707855988444
1.084441449715754,29.68234899494818,0.01638955642711705,-25.40984337755292
1.122066080097761,29.73418002532426,0.01503256897286465,-24.66144236972544
1.160996094750865,29.78513423224438,0.01311220192437576,-23.95882167865231
1.201276783903245,29.83431326940467,0.01434594228365397,-23.22541188395694
1.242955009124804,29.87963394686764,0.01543913167817733,-22.54603170300899
1.286079257844773,29.92200806606468,0.01454515370602841,-21.87052028842329
1.330699699760804,29.96287735003223,0.01462086184211968,-21.2121268245226
1.376868245205164,30.00258678883185,0.01546246129082591,-20.55987288627882
1.424638605535955,30.03758921302668,0.01558563781539405,-19.94953497757023
1.474066355623598,30.07150905332679,0.01397393669176498,-19.36726204928873
1.525208998505266,30.1034462999179,0.01351917285990377,-18.73084727116047
1.57812603228253,30.13544698625934,0.01600668421195191,-18.17146604374181
1.632879019339986,30.16277683977312,0.01556200440234742,-17.5994620790939
1.689531657965434,30.18819682463474,0.01668815526781397,-17.06369104037053
1.748149856454907,30.21379002092333,0.01621488718510113,-16.49990923228167
1.80880180978878,30.237862615071,0.01694493503019692,-16.01021168843556
1.871558078968135,30.26001915051924,0.01525545036461529,-15.48716366476481
1.936491673103709,30.2801833723556,0.01382156239729884,-14.9925684775389
2.003678134352919,30.30064068962841,0.01594060871037872,-14.54266883363596
2.073195625803748,30.32033330272418,0.01685587272314369,-14.09141337607129
2.145125022407786,30.3371006540199,0.01613122723403185,-13.60783758959548
2.219550005068163,30.35305491701935,0.01622753722077752,-13.18155751403536
2.296557157991877,30.36938926120269,0.01740993050206592,-12.76425889341169
2.376236069419736,30.38274078917897,0.01669208123518891,-12.35659037881449
